ModelID,PatientID,CellLineName,StrippedCellLineName,DepmapModelType,OncotreeLineage,OncotreePrimaryDisease,OncotreeSubtype,OncotreeCode
ACH-002046,PT-SKC9qY,HTMMT,HTMMT,UCS,Uterus,Endometrial Carcinoma,Uterine Carcinosarcoma/Uterine Malignant Mixed Mullerian Tumor,UCS
ACH-002048,PT-oslMHT,RMS-YM,RMSYM,ERMS,Soft Tissue,Rhabdomyosarcoma,Embryonal Rhabdomyosarcoma,ERMS
ACH-002050,PT-ok8IRb,HTST,HTST,EGCT,Other,Extra Gonadal Germ Cell Tumor,Extra Gonadal Germ Cell Tumor,EGCT
ACH-002051,PT-K31XId,Lu-134-A,LU134A,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-002052,PT-0531Uw,Lu-139,LU139,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-002055,PT-tk6NTJ,TL-1,TL1,BL,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,BL
ACH-002058,PT-J5FdFW,ATN-1,ATN1,ATLL,Lymphoid,Mature T and NK Neoplasms,Adult T-Cell Leukemia/Lymphoma,ATLL
ACH-002059,PT-reOMOW,P30/OHK,P30OHK,BLL,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,BLL
ACH-002061,PT-y8u0p3,P2UR/K-562,P2URK562,CMLBCRABL1,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",CMLBCRABL1
ACH-002062,PT-2hETfh,SLVL,SLVL,SMZL,Lymphoid,Mature B-Cell Neoplasms,Splenic Marginal Zone Lymphoma,SMZL
ACH-002065,PT-KE06kr,HS-PSS,HSPSS,MPNST,Peripheral Nervous System,Nerve Sheath Tumor,Malignant Peripheral Nerve Sheath Tumor,MPNST
ACH-002066,PT-coZfvw,HS-Sch-2,HSSCH2,MPNST,Peripheral Nervous System,Nerve Sheath Tumor,Malignant Peripheral Nerve Sheath Tumor,MPNST
ACH-002067,PT-EcVEYs,NOS-1,NOS1,OS,Bone,Osteosarcoma,Osteosarcoma,OS
ACH-002069,PT-3pqp8N,HS-Os-1,HSOS1,OS,Bone,Osteosarcoma,Osteosarcoma,OS
ACH-002070,PT-kM7sLu,HKBMM,HKBMM,MNG,CNS/Brain,Meningothelial Tumor,Meningioma,MNG
ACH-002077,PT-qVbV4Q,Lu-165,LU165,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-002080,PT-rlExpa,TN-2,TN2,NBL,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-002083,PT-NBxXXr,NB69,NB69,NBL,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-002084,PT-Qsi22o,MMAc,MMAC,MEL,Skin,Melanoma,Melanoma,MEL
ACH-002085,PT-QWZuVb,HS-SY-II,HSSYII,SYNS,Soft Tissue,Synovial Sarcoma,Synovial Sarcoma,SYNS
ACH-002089,PT-w6y5uu,201T,201T,LUAD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-002090,PT-ySk3os,BB65-RCC,BB65RCC,RCC,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,RCC
ACH-002091,PT-dvvVBK,CAL-39,CAL39,VSC,Vulva/Vagina,Squamous Cell Carcinoma of the Vulva/Vagina,Squamous Cell Carcinoma of the Vulva/Vagina,VSC
ACH-002092,PT-LvJLfb,CHSA0011,CHSA0011,CHS,Bone,Chondrosarcoma,Chondrosarcoma,CHS
ACH-002093,PT-6A4Uap,CHSA0108,CHSA0108,CHS,Bone,Chondrosarcoma,Chondrosarcoma,CHS
ACH-002094,PT-7BhS74,CHSA8926,CHSA8926,CHS,Bone,Chondrosarcoma,Chondrosarcoma,CHS
ACH-002095,PT-toN1tP,COR-L303,CORL303,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-002096,PT-eNOXVI,CP50-MEL-B,CP50MELB,MEL,Skin,Melanoma,Melanoma,MEL
ACH-002097,PT-4V4zXY,CP66-MEL,CP66MEL,MEL,Skin,Melanoma,Melanoma,MEL
ACH-002098,PT-3Vy9bq,CP67-MEL,CP67MEL,MEL,Skin,Melanoma,Melanoma,MEL
ACH-002099,PT-QryVtu,CS1,CS1,CHS,Bone,Chondrosarcoma,Chondrosarcoma,CHS
ACH-002100,PT-wu5yKY,DJM-1,DJM1,CSCC,Skin,Cutaneous Squamous Cell Carcinoma,Cutaneous Squamous Cell Carcinoma,CSCC
ACH-002101,PT-L9zIfE,EMC-BAC-1,EMCBAC1,NSCLC,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,NSCLC
ACH-002102,PT-fbtwet,EMC-BAC-2,EMCBAC2,NSCLC,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,NSCLC
ACH-002103,PT-xla95J,ES1,ES1,ES,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-002104,PT-D3o8va,ES3,ES3,ES,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-002105,PT-xlEt4m,ES4,ES4,ES,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-002106,PT-r9iOGQ,ES5,ES5,ES,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-002107,PT-TqRNEw,ES6,ES6,ES,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-002108,PT-UaCQ5a,ES7,ES7,ES,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-002109,PT-XwatVo,ES8,ES8,ES,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-002110,PT-Og2kQl,EW-1,EW1,ES,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-002111,PT-ffWqWi,EW-11,EW11,ES,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-002112,PT-f4Zzeo,EW-12,EW12,ES,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-002113,PT-WFDXpM,EW-13,EW13,ES,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-002114,PT-QzFJZa,EW-16,EW16,ES,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-002115,PT-vwk5jp,EW-18,EW18,ES,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-002116,PT-WT7T9s,EW-22,EW22,ES,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-002117,PT-vHz5HE,EW-24,EW24,ES,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-002118,PT-tIaT2F,EW-3,EW3,ES,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-002119,PT-G4z5vv,EW-7,EW7,ES,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-002120,PT-dBVaTX,GAK,GAK,VMM,Vulva/Vagina,Mucosal Melanoma of the Vulva/Vagina,Mucosal Melanoma of the Vulva/Vagina,VMM
ACH-002121,PT-qSfHSE,G-MEL,GMEL,SKCM,Skin,Melanoma,Cutaneous Melanoma,SKCM
ACH-002122,PT-9jciof,GT3TKB,GT3TKB,LUSC,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC
ACH-002123,PT-koaN9h,H2369,H2369,PLMESO,Pleura,Pleural Mesothelioma,Pleural Mesothelioma,PLMESO
ACH-002124,PT-bQkyHj,H2373,H2373,PLSMESO,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Sarcomatoid Type",PLSMESO
ACH-002125,PT-p43gwj,H2461,H2461,PLEMESO,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",PLEMESO
ACH-002126,PT-B8hYEZ,H2591,H2591,PLEMESO,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",PLEMESO
ACH-002127,PT-N8El5S,H2595,H2595,PLEMESO,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",PLEMESO
ACH-002128,PT-4uXSQu,H2722,H2722,PLMESO,Pleura,Pleural Mesothelioma,Pleural Mesothelioma,PLMESO
ACH-002129,PT-f40mh1,H2731,H2731,PLSMESO,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Sarcomatoid Type",PLSMESO
ACH-002130,PT-opHstS,H2795,H2795,PLEMESO,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",PLEMESO
ACH-002131,PT-WguAEO,H2803,H2803,PLMESO,Pleura,Pleural Mesothelioma,Pleural Mesothelioma,PLMESO
ACH-002132,PT-Rw7MY6,H2804,H2804,PLMESO,Pleura,Pleural Mesothelioma,Pleural Mesothelioma,PLMESO
ACH-002133,PT-sgR3ZT,H2810,H2810,PLEMESO,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",PLEMESO
ACH-002134,PT-iPnxFl,H2818,H2818,PLEMESO,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",PLEMESO
ACH-002135,PT-agzskj,H2869,H2869,PLBMESO,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Biphasic Type",PLBMESO
ACH-002136,PT-QUwL3P,H290,H290,PLMESO,Pleura,Pleural Mesothelioma,Pleural Mesothelioma,PLMESO
ACH-002138,PT-3z38Jf,H513,H513,LUAS,Lung,Non-Small Cell Lung Cancer,Lung Adenosquamous Carcinoma,LUAS
ACH-002139,PT-ISixNE,HA7-RCC,HA7RCC,RCC,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,RCC
ACH-002140,PT-0hMOxQ,Hey,HEY,HGSOC,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,HGSOC
ACH-002141,PT-AjNeCf,HSC-39,HSC39,SSRCC,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Signet Ring Cell Carcinoma of the Stomach,SSRCC
ACH-002142,PT-3yhqod,HuO-3N1,HUO3N1,OS,Bone,Osteosarcoma,Osteosarcoma,OS
ACH-002143,PT-tN5qtW,IST-MEL1,ISTMEL1,MEL,Skin,Melanoma,Melanoma,MEL
ACH-002144,PT-WD7J2O,IST-SL1,ISTSL1,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-002145,PT-lSORt3,IST-SL2,ISTSL2,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-002146,PT-Y025ut,JHOS-3,JHOS3,SOC,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,SOC
ACH-002147,PT-FGLpfl,K2,K2,MEL,Skin,Melanoma,Melanoma,MEL
ACH-002148,PT-vdhvO3,K5,K5,THPA,Thyroid,Well-Differentiated Thyroid Cancer,Papillary Thyroid Cancer,THPA
ACH-002149,PT-yB2Czj,KGN,KGN,GRCT,Ovary/Fallopian Tube,Sex Cord Stromal Tumor,Granulosa Cell Tumor,GRCT
ACH-002150,PT-fygqZz,LB1047-RCC,LB1047RCC,RCC,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,RCC
ACH-002151,PT-hcnphT,LB2241-RCC,LB2241RCC,RCC,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,RCC
ACH-002152,PT-g7qDcx,LB2518-MEL,LB2518MEL,MEL,Skin,Melanoma,Melanoma,MEL
ACH-002153,PT-rIlRDz,LB373-MEL-D,LB373MELD,MEL,Skin,Melanoma,Melanoma,MEL
ACH-002154,PT-JQF9VX,LB647-SCLC,LB647SCLC,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-002155,PT-RdOp4M,LB996-RCC,LB996RCC,RCC,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,RCC
ACH-002156,PT-ZglKg6,LC-1-sq,LC1SQ,LUSC,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC
ACH-002157,PT-pFzWyx,LC-2-ad,LC2AD,LUAD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-002158,PT-IpPvfc,LU-99A,LU99A,GCLC,Lung,Non-Small Cell Lung Cancer,Giant Cell Carcinoma of the Lung,GCLC
ACH-002159,PT-3NwoWt,M14,M14,MEL,Skin,Melanoma,Melanoma,MEL
ACH-002160,PT-wGDMGe,MC-IXC,MCIXC,ES,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-002161,PT-T2KFTw,MKN28,MKN28,TSTAD,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Tubular Stomach Adenocarcinoma,TSTAD
ACH-002162,PT-Qsi22o,MMAC-SF,MMACSF,MEL,Skin,Melanoma,Melanoma,MEL
ACH-002163,PT-IF9xYA,MRK-nu-1,MRKNU1,ILC,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,ILC
ACH-002164,PT-PReW1L,MZ1-PC,MZ1PC,PAAD,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-002165,PT-nROhtu,MZ2-MEL,MZ2MEL,MEL,Skin,Melanoma,Melanoma,MEL
ACH-002166,PT-XDM0rA,MZ7-mel,MZ7MEL,MEL,Skin,Melanoma,Melanoma,MEL
ACH-002167,PT-UU2AWA,NCC010,NCC010,RCC,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,RCC
ACH-002168,PT-udyljV,NCC021,NCC021,RCC,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,RCC
ACH-002169,PT-yeOzm7,NCI-H1304,NCIH1304,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-002170,PT-tr3kfu,NCI-H1688,NCIH1688,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-002171,PT-CturGC,NCI-H250,NCIH250,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-002172,PT-9eMhTl,NCI-H322M,NCIH322M,LUAD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-002173,PT-lZve8O,NCI-H378,NCIH378,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-002174,PT-Phesm0,NCI-H720,NCIH720,LUCA,Lung,Lung Neuroendocrine Tumor,Lung Carcinoid,LUCA
ACH-002175,PT-drG6wp,NCI-H740,NCIH740,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-002177,PT-vyk3tQ,NCI-H835,NCIH835,LUCA,Lung,Lung Neuroendocrine Tumor,Lung Carcinoid,LUCA
ACH-002178,PT-8IZOGw,NY,NY,OS,Bone,Osteosarcoma,Osteosarcoma,OS
ACH-002179,PT-yqZ59K,OCUB-M,OCUBM,BRCA,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA
ACH-002180,PT-QqQeRO,OMC-1,OMC1,CESC,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,CESC
ACH-002181,PT-B4cHwN,OVCA420,OVCA420,SOC,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,SOC
ACH-002182,PT-SEFFqc,OVCA433,OVCA433,SOC,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,SOC
ACH-002183,PT-P1CUUK,OVMIU,OVMIU,HGSOC,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,HGSOC
ACH-002184,PT-tDs036,PC-3_[JPC-3],PC3JPC3,LUAD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-002186,PT-b9KnyE,PL4,PL4,PAAD,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-002187,PT-Nz9FZM,RCC-AB,RCCAB,CCRCC,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,CCRCC
ACH-002188,PT-A8lV6H,RCC-ER,RCCER,CCRCC,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,CCRCC
ACH-002189,PT-UGJTj8,RCC-FG2,RCCFG2,CCRCC,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,CCRCC
ACH-002190,PT-bBuvEh,RCC-JF,RCCJF,CCRCC,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,CCRCC
ACH-002191,PT-E4jV53,RCC-JW,RCCJW,CCRCC,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,CCRCC
ACH-002192,PT-wvM1VG,RCC-MF,RCCMF,CCRCC,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,CCRCC
ACH-002193,PT-3OPSyo,RERF-LC-FM,RERFLCFM,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-002195,PT-snAf3A,RXF393,RXF393,RCC,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,RCC
ACH-002196,PT-yYQZqk,SBC-1,SBC1,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-002197,PT-YmUNwK,SBC-3,SBC3,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-002198,PT-PDLcVN,SCH,SCH,EGCT,Other,Extra Gonadal Germ Cell Tumor,Extra Gonadal Germ Cell Tumor,EGCT
ACH-002199,PT-I7IjgB,SN12C,SN12C,RCC,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,RCC
ACH-002200,PT-c9lrOB,SW962,SW962,VMM,Vulva/Vagina,Mucosal Melanoma of the Vulva/Vagina,Mucosal Melanoma of the Vulva/Vagina,VMM
ACH-002201,PT-UUJMxu,TC-YIK,TCYIK,SCCE,Cervix,Small Cell Carcinoma of the Cervix,Small Cell Carcinoma of the Cervix,SCCE
ACH-002202,PT-xnqeDr,TMK-1,TMK1,STAD,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD
ACH-002204,PT-TtJhKT,U-CH2,UCH2,CHDM,Bone,Chordoma,Chordoma,CHDM
ACH-002205,PT-rEtHCm,WM1552C,WM1552C,SKCM,Skin,Melanoma,Cutaneous Melanoma,SKCM
ACH-002206,PT-7Zvs5p,WM278,WM278,MEL,Skin,Melanoma,Melanoma,MEL
ACH-002207,PT-W5DHQ6,WM35,WM35,MEL,Skin,Melanoma,Melanoma,MEL
ACH-002208,PT-k1TO7o,YMB-1-E,YMB1E,IDC,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC
ACH-002209,PT-XE2gZt,ALL-PO,ALLPO,BLL,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,BLL
ACH-002210,PT-n0zwmY,ARH-77,ARH77,ZIMMBL,Myeloid,Non-Cancerous,Immortalized Blood,
ACH-002211,PT-AlKXkO,BALL-1,BALL1,BLL,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,BLL
ACH-002212,PT-ezsoUP,BB30-HNC,BB30HNC,HNSC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,HNSC
ACH-002213,PT-2UHafq,BB49-HNC,BB49HNC,OCSC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-002214,PT-83LwGP,BC-1,BC1,PEL,Lymphoid,Mature B-Cell Neoplasms,Primary Effusion Lymphoma,PEL
ACH-002215,PT-tSpUfL,BC-3,BC3,PEL,Lymphoid,Mature B-Cell Neoplasms,Primary Effusion Lymphoma,PEL
ACH-002216,PT-qXF8IT,BE-13,BE13,TLL,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Lymphoblastic Leukemia/Lymphoma,TLL
ACH-002217,PT-k4Daz3,BE2-M17,BE2M17,NBL,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-002218,PT-58XiOC,CESS,CESS,AML,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML
ACH-002219,PT-UB7otW,COLO-320-HSR,COLO320HSR,COAD,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-002220,PT-5tuiJU,CRO-AP2,CROAP2,PEL,Lymphoid,Mature B-Cell Neoplasms,Primary Effusion Lymphoma,PEL
ACH-002221,PT-DAcxSo,CTB-1,CTB1,DLBCLNOS,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCLNOS
ACH-002222,PT-qdQICQ,CTV-1,CTV1,ATLL,Lymphoid,Mature T and NK Neoplasms,Adult T-Cell Leukemia/Lymphoma,ATLL
ACH-002223,PT-YGlLSJ,D-245MG,D245MG,GB,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-002224,PT-wR1h2Q,D-247MG,D247MG,GSARC,CNS/Brain,Diffuse Glioma,Gliosarcoma,GSARC
ACH-002225,PT-rz5abQ,D-263MG,D263MG,GB,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-002226,PT-33qOrA,D-336MG,D336MG,GSARC,CNS/Brain,Diffuse Glioma,Gliosarcoma,GSARC
ACH-002227,PT-HArQvF,D-392MG,D392MG,GB,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-002228,PT-j6PGXD,D-423MG,D423MG,GB,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-002229,PT-lcJ20a,D-502MG,D502MG,GB,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-002230,PT-WBoaow,D-542MG,D542MG,GB,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-002231,PT-1mC1qE,D-566MG,D566MG,GB,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-002232,PT-HuRCiE,DG-75,DG75,BL,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,BL
ACH-002233,PT-E7CRZu,DIFI,DIFI,COADREAD,Bowel,Colorectal Adenocarcinoma,Colorectal Adenocarcinoma,COADREAD
ACH-002234,PT-CTZO5B,DOK,DOK,OHNCA,Head and Neck,"Head and Neck Carcinoma, Other","Head and Neck Carcinoma, Other",OHNCA
ACH-002235,PT-00Jas3,DSH1,DSH1,BLCA,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA
ACH-002236,PT-YGnGsk,EB-3,EB3,BL,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,BL
ACH-002237,PT-hoMjwu,ETK-1,ETK1,IHCH,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,IHCH
ACH-002238,PT-ffpEbF,GR-ST,GRST,BLL,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,BLL
ACH-002239,PT-cOGAys,H3118,H3118,MUCC,Head and Neck,Salivary Carcinoma,Mucoepidermoid Carcinoma,MUCC
ACH-002240,PT-PrSlzw,H9,H9,SS,Lymphoid,Mature T and NK Neoplasms,Sezary Syndrome,SS
ACH-002241,PT-iIMRAX,HAL-01,HAL01,BLL,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,BLL
ACH-002242,PT-5Qfjav,HC-1,HC1,HCL,Lymphoid,Mature B-Cell Neoplasms,Hairy Cell Leukemia,HCL
ACH-002243,PT-mb1xAp,HCE-4,HCE4,ESCC,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC
ACH-002244,PT-vSXKPA,HO-1-N-1,HO1N1,OCSC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-002245,PT-tBHRaj,Hs-445,HS445,HL,Lymphoid,Hodgkin Lymphoma,Hodgkin Lymphoma,HL
ACH-002246,PT-CpAxdc,Hs 633.T,HS633T,FIBS,Soft Tissue,Fibrosarcoma,Fibrosarcoma,FIBS
ACH-002247,PT-7Xxqhs,IM-9,IM9,ZIMMBL,Myeloid,Non-Cancerous,Immortalized Blood,
ACH-002248,PT-2Urqss,IMR-5,IMR5,NBL,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-002249,PT-eHeXj9,JHU-011,JHU011,LXSC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Larynx Squamous Cell Carcinoma,LXSC
ACH-002250,PT-jWO6Gr,JHU-022,JHU022,LXSC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Larynx Squamous Cell Carcinoma,LXSC
ACH-002251,PT-BKuNli,JHU-029,JHU029,LXSC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Larynx Squamous Cell Carcinoma,LXSC
ACH-002252,PT-kbk41J,JiyoyeP-2003,JIYOYEP2003,BL,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,BL
ACH-002253,PT-A8EHj7,JSC-1,JSC1,PEL,Lymphoid,Mature B-Cell Neoplasms,Primary Effusion Lymphoma,PEL
ACH-002254,PT-hojCov,KARPAS-1106P,KARPAS1106P,PMBL,Lymphoid,Mature B-Cell Neoplasms,Primary Mediastinal (Thymic) Large B-Cell Lymphoma (PMBL),PMBL
ACH-002255,PT-kgcT41,KARPAS-231,KARPAS231,DLBCLNOS,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCLNOS
ACH-002256,PT-rfP1an,KARPAS-45,KARPAS45,TLL,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Lymphoblastic Leukemia/Lymphoma,TLL
ACH-002257,PT-jXI5k9,KINGS-1,KINGS1,AASTR,CNS/Brain,Diffuse Glioma,Anaplastic Astrocytoma,AASTR
ACH-002258,PT-z6dvcU,KMOE-2,KMOE2,AML,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML
ACH-002259,PT-hM3DN4,KNS-81-FD,KNS81FD,GB,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-002261,PT-Buhbke,KP-N-YS,KPNYS,NBL,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-002262,PT-sF0RPg,KY821,KY821,AMML,Myeloid,Acute Myeloid Leukemia,Acute Myelomonocytic Leukemia,AMML
ACH-002263,PT-9W7vg3,KYSE-220,KYSE220,ESCC,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC
ACH-002264,PT-4VDquK,KYSE-50,KYSE50,ESCC,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC
ACH-002265,PT-4F46jD,LB771-HNC,LB771HNC,HNSC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,HNSC
ACH-002266,PT-Ymhhgy,LB831-BLC,LB831BLC,BLCA,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA
ACH-002267,PT-BXxYIw,LC4-1,LC41,BLL,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,BLL
ACH-002268,PT-JHlklp,LN-405,LN405,GB,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-002269,PT-zboiLS,LNZTA3WT4,LNZTA3WT4,ASTR,CNS/Brain,Diffuse Glioma,Astrocytoma,ASTR
